country_region_code,country_region,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AT,Austria,2021-01-09,-70.0,-21.0,-11.0,-52.0,-33.0,11.0
AT,Austria,2021-01-10,-72.0,-43.0,-13.0,-48.0,-30.0,8.0
AT,Austria,2021-01-11,-60.0,-17.0,-17.0,-46.0,-34.0,13.0
AT,Austria,2021-01-12,-63.0,-19.0,-25.0,-48.0,-35.0,14.0
AT,Austria,2021-01-13,-64.0,-20.0,-29.0,-48.0,-35.0,14.0
AT,Austria,2021-01-14,-67.0,-23.0,-41.0,-49.0,-37.0,15.0
AT,Austria,2021-01-15,-66.0,-15.0,-32.0,-49.0,-37.0,14.0
AT,Austria,2021-01-16,-70.0,-22.0,-16.0,-52.0,-33.0,10.0
AT,Austria,2021-01-17,-74.0,-43.0,-19.0,-52.0,-30.0,8.0
AT,Austria,2021-01-18,-63.0,-22.0,-31.0,-47.0,-36.0,13.0
AT,Austria,2021-01-19,-63.0,-18.0,-15.0,-47.0,-36.0,13.0
AT,Austria,2021-01-20,-63.0,-18.0,-4.0,-44.0,-36.0,13.0
AT,Austria,2021-01-21,-65.0,-16.0,-29.0,-47.0,-36.0,14.0
AT,Austria,2021-01-22,-65.0,-15.0,-16.0,-47.0,-36.0,14.0
AT,Austria,2021-01-23,-72.0,-22.0,-40.0,-55.0,-31.0,12.0
AT,Austria,2021-01-24,-71.0,-39.0,-10.0,-48.0,-27.0,7.0
AT,Austria,2021-01-25,-62.0,-20.0,-20.0,-46.0,-35.0,12.0
AT,Austria,2021-01-26,-64.0,-22.0,-22.0,-47.0,-36.0,14.0
AT,Austria,2021-01-27,-63.0,-20.0,-16.0,-46.0,-36.0,13.0
AT,Austria,2021-01-28,-66.0,-20.0,-40.0,-48.0,-37.0,15.0
AT,Austria,2021-01-29,-65.0,-15.0,-42.0,-49.0,-36.0,15.0
AT,Austria,2021-01-30,-69.0,-20.0,-21.0,-52.0,-29.0,10.0
AT,Austria,2021-01-31,-72.0,-40.0,-16.0,-47.0,-26.0,7.0
AT,Austria,2021-02-01,-59.0,-16.0,-13.0,-44.0,-36.0,12.0
AT,Austria,2021-02-02,-61.0,-16.0,-10.0,-45.0,-37.0,12.0
AT,Austria,2021-02-03,-61.0,-16.0,-19.0,-45.0,-36.0,13.0
AT,Austria,2021-02-04,-60.0,-13.0,0.0,-43.0,-36.0,12.0
AT,Austria,2021-02-05,-62.0,-11.0,-3.0,-44.0,-37.0,13.0
AT,Austria,2021-02-06,-68.0,-17.0,-16.0,-51.0,-28.0,9.0
AT,Austria,2021-02-07,-74.0,-43.0,-38.0,-51.0,-26.0,8.0
AT,Austria,2021-02-08,-34.0,-10.0,-27.0,-37.0,-34.0,10.0
AT,Austria,2021-02-09,-37.0,-6.0,-18.0,-37.0,-34.0,10.0
AT,Austria,2021-02-10,-40.0,-8.0,-29.0,-39.0,-34.0,11.0
AT,Austria,2021-02-11,-45.0,-10.0,-36.0,-40.0,-35.0,12.0
AT,Austria,2021-02-12,-44.0,-4.0,-26.0,-42.0,-36.0,12.0
AT,Austria,2021-02-13,-44.0,-6.0,-19.0,-42.0,-22.0,7.0
AT,Austria,2021-02-14,-62.0,-26.0,6.0,-40.0,-21.0,6.0
AT,Austria,2021-02-15,-38.0,-7.0,-8.0,-34.0,-29.0,9.0
AT,Austria,2021-02-16,-44.0,-6.0,-16.0,-35.0,-29.0,10.0
AT,Austria,2021-02-17,-44.0,-5.0,-13.0,-33.0,-28.0,10.0
AT,Austria,2021-02-18,-44.0,-6.0,0.0,-31.0,-28.0,10.0
AT,Austria,2021-02-19,-44.0,-5.0,-17.0,-39.0,-32.0,12.0
AT,Austria,2021-02-20,-44.0,-11.0,4.0,-39.0,-20.0,7.0
AT,Austria,2021-02-21,-64.0,-24.0,5.0,-40.0,-22.0,6.0
AT,Austria,2021-02-22,-38.0,-7.0,3.0,-33.0,-27.0,8.0
AT,Austria,2021-02-23,-39.0,-5.0,30.0,-30.0,-27.0,8.0
AT,Austria,2021-02-24,-39.0,-5.0,28.0,-30.0,-27.0,8.0
AT,Austria,2021-02-25,-40.0,-5.0,15.0,-30.0,-27.0,9.0
AT,Austria,2021-02-26,-41.0,-2.0,24.0,-32.0,-30.0,9.0
AT,Austria,2021-02-27,-43.0,-8.0,-10.0,-40.0,-19.0,7.0
AT,Austria,2021-02-28,-56.0,-13.0,43.0,-29.0,-18.0,4.0
AT,Austria,2021-03-01,-34.0,-1.0,12.0,-31.0,-26.0,7.0
AT,Austria,2021-03-02,-37.0,0.0,21.0,-30.0,-26.0,8.0
AT,Austria,2021-03-03,-39.0,-2.0,16.0,-29.0,-27.0,8.0
AT,Austria,2021-03-04,-41.0,-1.0,-3.0,-30.0,-27.0,9.0
AT,Austria,2021-03-05,-45.0,-3.0,-39.0,-40.0,-30.0,12.0
AT,Austria,2021-03-06,-41.0,-7.0,14.0,-35.0,-19.0,6.0
AT,Austria,2021-03-07,-56.0,-15.0,39.0,-30.0,-20.0,5.0
AT,Austria,2021-03-08,-35.0,-1.0,-4.0,-32.0,-26.0,8.0
AT,Austria,2021-03-09,-40.0,-2.0,-1.0,-33.0,-27.0,9.0
AT,Austria,2021-03-10,-42.0,-2.0,-10.0,-33.0,-26.0,10.0
AT,Austria,2021-03-11,-43.0,-2.0,-18.0,-33.0,-27.0,10.0
AT,Austria,2021-03-12,-42.0,1.0,-4.0,-34.0,-29.0,11.0
AT,Austria,2021-03-13,-42.0,-6.0,24.0,-34.0,-19.0,6.0
AT,Austria,2021-03-14,-71.0,-34.0,-41.0,-46.0,-25.0,8.0
AT,Austria,2021-03-15,-38.0,-3.0,-7.0,-32.0,-25.0,9.0
AT,Austria,2021-03-16,-42.0,-3.0,-16.0,-34.0,-26.0,10.0
AT,Austria,2021-03-17,-42.0,-2.0,-11.0,-32.0,-25.0,10.0
AT,Austria,2021-03-18,-44.0,-1.0,-19.0,-33.0,-26.0,10.0
AT,Austria,2021-03-19,-44.0,1.0,-26.0,-38.0,-31.0,12.0
AT,Austria,2021-03-20,-47.0,-8.0,-27.0,-42.0,-21.0,9.0
AT,Austria,2021-03-21,-70.0,-34.0,-36.0,-46.0,-24.0,8.0
AT,Austria,2021-03-22,-40.0,-4.0,-18.0,-34.0,-25.0,9.0
AT,Austria,2021-03-23,-41.0,-2.0,-6.0,-33.0,-25.0,9.0
AT,Austria,2021-03-24,-39.0,0.0,8.0,-31.0,-25.0,9.0
AT,Austria,2021-03-25,-38.0,1.0,20.0,-28.0,-25.0,8.0
AT,Austria,2021-03-26,-38.0,4.0,30.0,-29.0,-28.0,8.0
AT,Austria,2021-03-27,-41.0,-3.0,3.0,-34.0,-17.0,6.0
AT,Austria,2021-03-28,-55.0,-9.0,40.0,-29.0,-19.0,4.0
AT,Austria,2021-03-29,-27.0,-1.0,37.0,-32.0,-35.0,8.0
AT,Austria,2021-03-30,-25.0,5.0,76.0,-27.0,-35.0,7.0
AT,Austria,2021-03-31,-23.0,11.0,72.0,-24.0,-36.0,6.0
AT,Austria,2021-04-01,-42.0,7.0,36.0,-35.0,-39.0,10.0
AT,Austria,2021-04-02,-48.0,8.0,3.0,-45.0,-45.0,14.0
AT,Austria,2021-04-03,-58.0,-9.0,-28.0,-52.0,-24.0,9.0
AT,Austria,2021-04-04,-69.0,-29.0,5.0,-46.0,-22.0,5.0
AT,Austria,2021-04-05,-72.0,-85.0,86.0,-56.0,-83.0,22.0
AT,Austria,2021-04-06,-48.0,2.0,-20.0,-40.0,-31.0,11.0
AT,Austria,2021-04-07,-50.0,-4.0,-25.0,-40.0,-30.0,12.0
AT,Austria,2021-04-08,-49.0,-1.0,-20.0,-39.0,-29.0,11.0
AT,Austria,2021-04-09,-47.0,1.0,19.0,-35.0,-29.0,10.0
AT,Austria,2021-04-10,-48.0,-5.0,46.0,-34.0,-18.0,6.0
AT,Austria,2021-04-11,-53.0,-12.0,52.0,-28.0,-19.0,5.0
AT,Austria,2021-04-12,-45.0,-5.0,-14.0,-37.0,-27.0,10.0
AT,Austria,2021-04-13,-50.0,-5.0,-32.0,-40.0,-28.0,12.0
AT,Austria,2021-04-14,-47.0,0.0,-11.0,-36.0,-27.0,10.0
AT,Austria,2021-04-15,-48.0,-1.0,-17.0,-36.0,-27.0,10.0
AT,Austria,2021-04-16,-48.0,0.0,-6.0,-38.0,-29.0,11.0
AT,Austria,2021-04-17,-52.0,-7.0,-5.0,-43.0,-20.0,8.0
AT,Austria,2021-04-18,-66.0,-27.0,-11.0,-41.0,-23.0,8.0
AT,Austria,2021-04-19,-44.0,-4.0,-11.0,-35.0,-25.0,9.0
AT,Austria,2021-04-20,-44.0,-1.0,13.0,-32.0,-25.0,9.0
AT,Austria,2021-04-21,-42.0,-1.0,45.0,-28.0,-25.0,8.0
AT,Austria,2021-04-22,-46.0,2.0,-7.0,-34.0,-25.0,10.0
AT,Austria,2021-04-23,-45.0,5.0,31.0,-32.0,-27.0,9.0
AT,Austria,2021-04-24,-46.0,-2.0,62.0,-30.0,-16.0,4.0
AT,Austria,2021-04-25,-50.0,-5.0,59.0,-26.0,-16.0,4.0
AT,Austria,2021-04-26,-40.0,2.0,23.0,-30.0,-23.0,7.0
AT,Austria,2021-04-27,-42.0,5.0,27.0,-29.0,-23.0,8.0
AT,Austria,2021-04-28,-41.0,6.0,38.0,-27.0,-23.0,7.0
AT,Austria,2021-04-29,-42.0,9.0,24.0,-27.0,-23.0,7.0
AT,Austria,2021-04-30,-39.0,34.0,20.0,-29.0,-26.0,8.0
AT,Austria,2021-05-01,-70.0,-83.0,62.0,-35.0,-39.0,8.0
AT,Austria,2021-05-02,-66.0,-19.0,-36.0,-43.0,-24.0,8.0
AT,Austria,2021-05-03,-24.0,17.0,19.0,-24.0,-22.0,5.0
AT,Austria,2021-05-04,-27.0,13.0,59.0,-22.0,-22.0,6.0
AT,Austria,2021-05-05,-33.0,12.0,-7.0,-27.0,-23.0,8.0
AT,Austria,2021-05-06,-31.0,15.0,5.0,-24.0,-22.0,7.0
AT,Austria,2021-05-07,-35.0,16.0,-16.0,-30.0,-24.0,8.0
AT,Austria,2021-05-08,-31.0,9.0,53.0,-22.0,-10.0,3.0
AT,Austria,2021-05-09,-42.0,13.0,79.0,-14.0,-6.0,0.0
AT,Austria,2021-05-10,-27.0,1.0,65.0,-21.0,-21.0,4.0
AT,Austria,2021-05-11,-29.0,11.0,65.0,-20.0,-21.0,5.0
AT,Austria,2021-05-12,-27.0,39.0,-13.0,-21.0,-23.0,5.0
AT,Austria,2021-05-13,-77.0,-86.0,-21.0,-59.0,-82.0,26.0
AT,Austria,2021-05-14,-26.0,20.0,18.0,-34.0,-46.0,11.0
AT,Austria,2021-05-15,-35.0,0.0,21.0,-29.0,-16.0,5.0
AT,Austria,2021-05-16,-49.0,6.0,47.0,-17.0,-12.0,3.0
AT,Austria,2021-05-17,-29.0,8.0,-6.0,-22.0,-17.0,5.0
AT,Austria,2021-05-18,-30.0,13.0,22.0,-18.0,-16.0,5.0
AT,Austria,2021-05-19,-21.0,14.0,3.0,-17.0,-16.0,4.0
AT,Austria,2021-05-20,-22.0,15.0,17.0,-19.0,-16.0,4.0
AT,Austria,2021-05-21,-21.0,17.0,40.0,-12.0,-14.0,2.0
AT,Austria,2021-05-22,-19.0,12.0,23.0,-21.0,-7.0,2.0
AT,Austria,2021-05-23,-35.0,0.0,19.0,-26.0,-15.0,3.0
AT,Austria,2021-05-24,-57.0,-84.0,43.0,-49.0,-81.0,20.0
AT,Austria,2021-05-25,-18.0,31.0,13.0,-18.0,-17.0,4.0
AT,Austria,2021-05-26,-16.0,15.0,73.0,-11.0,-14.0,2.0
AT,Austria,2021-05-27,-22.0,14.0,6.0,-17.0,-14.0,5.0
AT,Austria,2021-05-28,-17.0,16.0,45.0,-11.0,-11.0,2.0
AT,Austria,2021-05-29,-16.0,7.0,45.0,-15.0,-1.0,2.0
AT,Austria,2021-05-30,-21.0,14.0,55.0,-13.0,-3.0,1.0
AT,Austria,2021-05-31,-11.0,15.0,62.0,-14.0,-12.0,2.0
AT,Austria,2021-06-01,-8.0,23.0,93.0,-9.0,-13.0,1.0
AT,Austria,2021-06-02,-1.0,47.0,95.0,-2.0,-14.0,-2.0
AT,Austria,2021-06-03,-38.0,-78.0,164.0,-31.0,-80.0,14.0
AT,Austria,2021-06-04,-9.0,23.0,95.0,-21.0,-43.0,6.0
AT,Austria,2021-06-05,-17.0,1.0,73.0,-14.0,-4.0,0.0
AT,Austria,2021-06-06,-27.0,6.0,24.0,-9.0,-2.0,0.0
AT,Austria,2021-06-07,-12.0,15.0,56.0,-13.0,-12.0,2.0
AT,Austria,2021-06-08,-12.0,17.0,76.0,-11.0,-11.0,2.0
AT,Austria,2021-06-09,-12.0,16.0,61.0,-12.0,-12.0,2.0
AT,Austria,2021-06-10,-13.0,14.0,48.0,-12.0,-11.0,2.0
AT,Austria,2021-06-11,-14.0,15.0,41.0,-12.0,-11.0,2.0
AT,Austria,2021-06-12,-14.0,4.0,66.0,-13.0,1.0,-1.0
AT,Austria,2021-06-13,-10.0,22.0,79.0,-5.0,5.0,-3.0
AT,Austria,2021-06-14,-11.0,10.0,81.0,-12.0,-12.0,0.0
AT,Austria,2021-06-15,-12.0,13.0,95.0,-10.0,-12.0,1.0
AT,Austria,2021-06-16,-12.0,13.0,89.0,-10.0,-13.0,0.0
AT,Austria,2021-06-17,-15.0,12.0,69.0,-12.0,-14.0,0.0
AT,Austria,2021-06-18,-17.0,10.0,72.0,-12.0,-14.0,0.0
AT,Austria,2021-06-19,-19.0,-2.0,93.0,-9.0,-2.0,-3.0
AT,Austria,2021-06-20,-18.0,19.0,78.0,-6.0,0.0,-4.0
AT,Austria,2021-06-21,-14.0,9.0,70.0,-15.0,-14.0,1.0
AT,Austria,2021-06-22,-13.0,12.0,88.0,-12.0,-13.0,1.0
AT,Austria,2021-06-23,-12.0,12.0,76.0,-12.0,-13.0,1.0
AT,Austria,2021-06-24,-15.0,8.0,53.0,-13.0,-14.0,2.0
AT,Austria,2021-06-25,-14.0,11.0,45.0,-12.0,-14.0,2.0
AT,Austria,2021-06-26,-13.0,0.0,86.0,-6.0,2.0,-3.0
AT,Austria,2021-06-27,-10.0,24.0,90.0,0.0,5.0,-4.0
AT,Austria,2021-06-28,-10.0,10.0,91.0,-11.0,-14.0,0.0
AT,Austria,2021-06-29,-13.0,11.0,88.0,-12.0,-15.0,0.0
AT,Austria,2021-06-30,-9.0,15.0,53.0,-11.0,-15.0,1.0
AT,Austria,2021-07-01,-4.0,18.0,51.0,-5.0,-14.0,1.0
AT,Austria,2021-07-02,-6.0,18.0,54.0,-5.0,-14.0,1.0
AT,Austria,2021-07-03,-7.0,2.0,99.0,4.0,2.0,-4.0
AT,Austria,2021-07-04,-3.0,28.0,76.0,8.0,3.0,-2.0
AT,Austria,2021-07-05,0.0,18.0,98.0,-8.0,-19.0,1.0
AT,Austria,2021-07-06,-4.0,16.0,129.0,-6.0,-19.0,0.0
AT,Austria,2021-07-07,-3.0,19.0,101.0,-8.0,-21.0,1.0
AT,Austria,2021-07-08,-9.0,12.0,68.0,-10.0,-20.0,1.0
AT,Austria,2021-07-09,-4.0,17.0,68.0,-9.0,-21.0,1.0
AT,Austria,2021-07-10,-8.0,0.0,106.0,4.0,1.0,-5.0
AT,Austria,2021-07-11,-8.0,29.0,58.0,3.0,0.0,-2.0
AT,Austria,2021-07-12,-4.0,11.0,114.0,-13.0,-27.0,0.0
AT,Austria,2021-07-13,-8.0,13.0,97.0,-15.0,-27.0,2.0
AT,Austria,2021-07-14,-3.0,15.0,72.0,-15.0,-28.0,3.0
AT,Austria,2021-07-15,-4.0,12.0,74.0,-13.0,-27.0,2.0
AT,Austria,2021-07-16,-9.0,10.0,72.0,-10.0,-27.0,1.0
AT,Austria,2021-07-17,-13.0,0.0,24.0,-5.0,-7.0,0.0
AT,Austria,2021-07-18,-15.0,16.0,37.0,0.0,-4.0,0.0
AT,Austria,2021-07-19,-3.0,11.0,108.0,-13.0,-29.0,2.0
AT,Austria,2021-07-20,-1.0,13.0,130.0,-12.0,-29.0,2.0
AT,Austria,2021-07-21,-2.0,11.0,136.0,-11.0,-29.0,1.0
AT,Austria,2021-07-22,-5.0,10.0,112.0,-11.0,-29.0,1.0
AT,Austria,2021-07-23,-8.0,5.0,108.0,-11.0,-29.0,0.0
AT,Austria,2021-07-24,-11.0,-6.0,110.0,7.0,-1.0,-4.0
AT,Austria,2021-07-25,-3.0,30.0,85.0,8.0,2.0,-3.0
AT,Austria,2021-07-26,-1.0,9.0,115.0,-15.0,-33.0,3.0
AT,Austria,2021-07-27,0.0,10.0,143.0,-13.0,-32.0,3.0
AT,Austria,2021-07-28,-3.0,8.0,104.0,-15.0,-32.0,3.0
AT,Austria,2021-07-29,-1.0,6.0,127.0,-9.0,-32.0,1.0
AT,Austria,2021-07-30,-8.0,6.0,95.0,-8.0,-32.0,1.0
AT,Austria,2021-07-31,-6.0,-1.0,88.0,13.0,-3.0,-2.0
AT,Austria,2021-08-01,-14.0,18.0,24.0,4.0,-7.0,0.0
AT,Austria,2021-08-02,8.0,14.0,133.0,-11.0,-36.0,3.0
AT,Austria,2021-08-03,3.0,12.0,145.0,-13.0,-36.0,4.0
AT,Austria,2021-08-04,5.0,15.0,107.0,-14.0,-37.0,4.0
AT,Austria,2021-08-05,0.0,10.0,69.0,-16.0,-37.0,5.0
BE,Belgium,2020-02-15,3.0,2.0,29.0,9.0,1.0,-1.0
BE,Belgium,2020-02-16,-7.0,-3.0,-30.0,-3.0,-3.0,1.0
BE,Belgium,2020-02-17,1.0,2.0,8.0,4.0,4.0,0.0
BE,Belgium,2020-02-18,3.0,3.0,18.0,6.0,4.0,0.0
BE,Belgium,2020-02-19,3.0,1.0,13.0,5.0,4.0,0.0
BE,Belgium,2020-02-20,-2.0,-1.0,4.0,3.0,3.0,0.0
BE,Belgium,2020-02-21,0.0,3.0,15.0,7.0,2.0,0.0
BE,Belgium,2020-02-22,-4.0,0.0,0.0,2.0,-2.0,0.0
BE,Belgium,2020-02-23,-7.0,-7.0,-27.0,-2.0,-4.0,0.0
BE,Belgium,2020-02-24,7.0,0.0,7.0,-11.0,-24.0,4.0
BE,Belgium,2020-02-25,10.0,2.0,29.0,-8.0,-23.0,4.0
BE,Belgium,2020-02-26,-1.0,-5.0,-4.0,-11.0,-21.0,3.0
BE,Belgium,2020-02-27,-2.0,-2.0,-15.0,-15.0,-23.0,6.0
BE,Belgium,2020-02-28,-1.0,3.0,3.0,-10.0,-23.0,5.0
BE,Belgium,2020-02-29,-4.0,2.0,-7.0,-2.0,-5.0,1.0
BE,Belgium,2020-03-01,0.0,6.0,-2.0,5.0,-1.0,0.0
BE,Belgium,2020-03-02,-4.0,7.0,-12.0,0.0,3.0,0.0
BE,Belgium,2020-03-03,2.0,6.0,11.0,1.0,4.0,0.0
BE,Belgium,2020-03-04,1.0,4.0,7.0,1.0,4.0,0.0
BE,Belgium,2020-03-05,-4.0,1.0,-16.0,-2.0,2.0,2.0
BE,Belgium,2020-03-06,-1.0,5.0,2.0,3.0,2.0,1.0
BE,Belgium,2020-03-07,5.0,3.0,33.0,8.0,2.0,0.0
BE,Belgium,2020-03-08,-1.0,1.0,-21.0,-2.0,-1.0,0.0
BE,Belgium,2020-03-09,-1.0,4.0,6.0,-1.0,2.0,0.0
BE,Belgium,2020-03-10,-4.0,4.0,-5.0,-4.0,1.0,2.0
BE,Belgium,2020-03-11,-4.0,4.0,-3.0,-4.0,1.0,2.0
BE,Belgium,2020-03-12,-7.0,23.0,4.0,-7.0,-1.0,3.0
BE,Belgium,2020-03-13,-8.0,40.0,-5.0,-16.0,-7.0,5.0
BE,Belgium,2020-03-14,-70.0,-8.0,0.0,-34.0,-27.0,12.0
BE,Belgium,2020-03-15,-66.0,-18.0,20.0,-34.0,-29.0,8.0
BE,Belgium,2020-03-16,-32.0,16.0,7.0,-43.0,-36.0,14.0
BE,Belgium,2020-03-17,-36.0,30.0,31.0,-46.0,-45.0,16.0
BE,Belgium,2020-03-18,-61.0,-12.0,7.0,-56.0,-52.0,20.0
BE,Belgium,2020-03-19,-75.0,-23.0,-19.0,-67.0,-61.0,27.0
BE,Belgium,2020-03-20,-79.0,-22.0,-50.0,-71.0,-62.0,31.0
BE,Belgium,2020-03-21,-84.0,-39.0,-34.0,-67.0,-51.0,22.0
BE,Belgium,2020-03-22,-79.0,-45.0,-20.0,-63.0,-48.0,15.0
BE,Belgium,2020-03-23,-74.0,-25.0,-20.0,-70.0,-65.0,26.0
BE,Belgium,2020-03-24,-74.0,-21.0,-8.0,-69.0,-66.0,27.0
BE,Belgium,2020-03-25,-76.0,-29.0,-19.0,-69.0,-65.0,26.0
BE,Belgium,2020-03-26,-77.0,-25.0,-25.0,-72.0,-66.0,29.0
BE,Belgium,2020-03-27,-78.0,-21.0,-27.0,-70.0,-65.0,31.0
BE,Belgium,2020-03-28,-83.0,-36.0,-38.0,-67.0,-51.0,22.0
BE,Belgium,2020-03-29,-84.0,-53.0,-66.0,-76.0,-52.0,17.0
BE,Belgium,2020-03-30,-76.0,-30.0,-35.0,-72.0,-66.0,27.0
BE,Belgium,2020-03-31,-75.0,-25.0,-18.0,-71.0,-66.0,28.0
BE,Belgium,2020-04-01,-76.0,-31.0,-18.0,-69.0,-64.0,26.0
BE,Belgium,2020-04-02,-77.0,-27.0,-38.0,-73.0,-66.0,30.0
BE,Belgium,2020-04-03,-79.0,-21.0,-38.0,-72.0,-65.0,32.0
BE,Belgium,2020-04-04,-82.0,-32.0,-30.0,-64.0,-50.0,22.0
BE,Belgium,2020-04-05,-76.0,-36.0,-13.0,-60.0,-46.0,15.0
BE,Belgium,2020-04-06,-74.0,-27.0,-19.0,-69.0,-66.0,26.0
BE,Belgium,2020-04-07,-72.0,-19.0,4.0,-67.0,-66.0,26.0
BE,Belgium,2020-04-08,-73.0,-25.0,-3.0,-66.0,-64.0,24.0
BE,Belgium,2020-04-09,-73.0,-18.0,-7.0,-67.0,-66.0,27.0
BE,Belgium,2020-04-10,-75.0,-14.0,-12.0,-67.0,-66.0,30.0
BE,Belgium,2020-04-11,-79.0,-25.0,-20.0,-60.0,-47.0,20.0
BE,Belgium,2020-04-12,-75.0,-40.0,-24.0,-61.0,-45.0,15.0
BE,Belgium,2020-04-13,-86.0,-76.0,-31.0,-80.0,-88.0,35.0
BE,Belgium,2020-04-14,-73.0,-11.0,-26.0,-70.0,-66.0,27.0
BE,Belgium,2020-04-15,-74.0,-24.0,-12.0,-66.0,-64.0,25.0
BE,Belgium,2020-04-16,-73.0,-20.0,-4.0,-67.0,-65.0,27.0
BE,Belgium,2020-04-17,-75.0,-19.0,-14.0,-66.0,-63.0,30.0
BE,Belgium,2020-04-18,-80.0,-35.0,-54.0,-67.0,-45.0,22.0
BE,Belgium,2020-04-19,-76.0,-43.0,-29.0,-63.0,-41.0,15.0
BE,Belgium,2020-04-20,-66.0,-28.0,-9.0,-65.0,-60.0,24.0
BE,Belgium,2020-04-21,-66.0,-22.0,0.0,-64.0,-60.0,25.0
BE,Belgium,2020-04-22,-68.0,-25.0,-1.0,-63.0,-58.0,23.0
BE,Belgium,2020-04-23,-67.0,-19.0,2.0,-63.0,-60.0,25.0
BE,Belgium,2020-04-24,-71.0,-19.0,-17.0,-64.0,-59.0,28.0
BE,Belgium,2020-04-25,-75.0,-28.0,-25.0,-58.0,-39.0,19.0
BE,Belgium,2020-04-26,-70.0,-33.0,-3.0,-54.0,-36.0,13.0
BE,Belgium,2020-04-27,-63.0,-26.0,4.0,-62.0,-58.0,23.0
BE,Belgium,2020-04-28,-68.0,-23.0,-38.0,-68.0,-58.0,24.0
BE,Belgium,2020-04-29,-68.0,-21.0,-31.0,-64.0,-56.0,23.0
BE,Belgium,2020-04-30,-60.0,-1.0,-28.0,-64.0,-57.0,25.0
BE,Belgium,2020-05-01,-83.0,-69.0,-37.0,-76.0,-83.0,37.0
BE,Belgium,2020-05-02,-71.0,-19.0,-36.0,-60.0,-37.0,19.0
BE,Belgium,2020-05-03,-69.0,-36.0,-13.0,-55.0,-33.0,13.0
BE,Belgium,2020-05-04,-57.0,-19.0,-4.0,-59.0,-53.0,21.0
BE,Belgium,2020-05-05,-56.0,-16.0,17.0,-58.0,-53.0,21.0
BE,Belgium,2020-05-06,-57.0,-19.0,21.0,-55.0,-51.0,19.0
BE,Belgium,2020-05-07,-57.0,-13.0,19.0,-56.0,-52.0,22.0
BE,Belgium,2020-05-08,-60.0,-12.0,11.0,-56.0,-51.0,24.0
BE,Belgium,2020-05-09,-65.0,-18.0,17.0,-46.0,-28.0,15.0
BE,Belgium,2020-05-10,-62.0,-25.0,-39.0,-51.0,-17.0,10.0
BE,Belgium,2020-05-11,-41.0,-18.0,-18.0,-54.0,-48.0,19.0
BE,Belgium,2020-05-12,-40.0,-11.0,6.0,-50.0,-47.0,19.0
BE,Belgium,2020-05-13,-44.0,-15.0,-7.0,-50.0,-46.0,18.0
BE,Belgium,2020-05-14,-47.0,-8.0,-1.0,-49.0,-47.0,19.0
BE,Belgium,2020-05-15,-50.0,-7.0,1.0,-45.0,-44.0,21.0
BE,Belgium,2020-05-16,-54.0,-14.0,-6.0,-36.0,-18.0,13.0
BE,Belgium,2020-05-17,-59.0,-14.0,26.0,-32.0,-13.0,9.0
BE,Belgium,2020-05-18,-34.0,-9.0,22.0,-41.0,-43.0,16.0
BE,Belgium,2020-05-19,-33.0,-1.0,35.0,-39.0,-43.0,16.0
BE,Belgium,2020-05-20,-26.0,11.0,34.0,-38.0,-43.0,13.0
BE,Belgium,2020-05-21,-65.0,-52.0,80.0,-54.0,-80.0,25.0
BE,Belgium,2020-05-22,-38.0,5.0,-5.0,-49.0,-62.0,23.0
BE,Belgium,2020-05-23,-47.0,-13.0,-3.0,-36.0,-13.0,13.0
BE,Belgium,2020-05-24,-58.0,-19.0,4.0,-37.0,-11.0,9.0
BE,Belgium,2020-05-25,-29.0,-9.0,29.0,-40.0,-42.0,15.0
BE,Belgium,2020-05-26,-29.0,-4.0,47.0,-39.0,-39.0,15.0
BE,Belgium,2020-05-27,-32.0,-7.0,41.0,-38.0,-39.0,13.0
BE,Belgium,2020-05-28,-32.0,1.0,33.0,-39.0,-40.0,16.0
BE,Belgium,2020-05-29,-37.0,3.0,33.0,-37.0,-38.0,16.0
BE,Belgium,2020-05-30,-41.0,-1.0,35.0,-24.0,0.0,8.0
BE,Belgium,2020-05-31,-48.0,4.0,60.0,-22.0,0.0,5.0
BE,Belgium,2020-06-01,-57.0,-55.0,125.0,-51.0,-78.0,22.0
BE,Belgium,2020-06-02,-22.0,14.0,48.0,-34.0,-37.0,12.0
BE,Belgium,2020-06-03,-29.0,-2.0,35.0,-34.0,-36.0,12.0
BE,Belgium,2020-06-04,-36.0,-2.0,-19.0,-41.0,-37.0,16.0
BE,Belgium,2020-06-05,-41.0,-5.0,-28.0,-43.0,-36.0,17.0
BE,Belgium,2020-06-06,-39.0,-6.0,-10.0,-31.0,-2.0,10.0
BE,Belgium,2020-06-07,-45.0,-9.0,22.0,-29.0,1.0,7.0
BE,Belgium,2020-06-08,-14.0,-11.0,-9.0,-36.0,-36.0,12.0
BE,Belgium,2020-06-09,-14.0,-5.0,18.0,-34.0,-35.0,12.0
BE,Belgium,2020-06-10,-15.0,-9.0,25.0,-33.0,-34.0,11.0
BE,Belgium,2020-06-11,-15.0,-3.0,27.0,-33.0,-35.0,12.0
BE,Belgium,2020-06-12,-18.0,-3.0,27.0,-31.0,-33.0,12.0
